Timestamp,Currency,Price,Bid Price,Bid Volume,Ask Price,Ask Volume
2024-05-04 12:20:21.700638,XX,63596.10000,63596.10000,11,63596.20000,1
2024-05-04 12:20:21.700638,XX,63596.10000,63596.10000,11,63596.20000,1
2024-05-04 12:20:21.700638,XE,3125.83000,3125.83000,1,3125.84000,160
2024-05-04 12:20:21.700638,XX,63596.10000,63596.10000,11,63596.20000,1
2024-05-04 12:20:21.700638,XE,3125.83000,3125.83000,1,3125.84000,160
2024-05-04 12:20:21.700638,US,1.00020000,1.00019000,294602,1.00020000,1560606
2024-05-04 12:20:21.700638,XX,63596.10000,63596.10000,11,63596.20000,1
2024-05-04 12:20:21.700638,XE,3125.83000,3125.83000,1,3125.84000,160
2024-05-04 12:20:21.700638,US,1.00020000,1.00019000,294602,1.00020000,1560606
2024-05-04 12:20:21.700638,XX,0.53507000,0.53507000,2911,0.53513000,2834
2024-05-04 12:20:21.700638,XX,63596.10000,63596.10000,11,63596.20000,1
2024-05-04 12:20:21.700638,XE,3125.83000,3125.83000,1,3125.84000,160
2024-05-04 12:20:21.700638,US,1.00020000,1.00019000,294602,1.00020000,1560606
2024-05-04 12:20:21.700638,XX,0.53507000,0.53507000,2911,0.53513000,2834
2024-05-04 12:20:21.700638,XL,82.27000,82.32000,56,82.33000,1
2024-05-04 12:20:21.700638,XX,63596.10000,63596.10000,11,63596.20000,1
2024-05-04 12:20:21.700638,XE,3125.83000,3125.83000,1,3125.84000,160
2024-05-04 12:20:21.700638,US,1.00020000,1.00019000,294602,1.00020000,1560606
2024-05-04 12:20:21.700638,XX,0.53507000,0.53507000,2911,0.53513000,2834
2024-05-04 12:20:21.700638,XL,82.27000,82.32000,56,82.33000,1
2024-05-04 12:20:21.700638,XE,0.049130,0.049120,1,0.049130,15
2024-05-04 12:20:21.700638,XX,63596.10000,63596.10000,11,63596.20000,1
2024-05-04 12:20:21.700638,XE,3125.83000,3125.83000,1,3125.84000,160
2024-05-04 12:20:21.700638,US,1.00020000,1.00019000,294602,1.00020000,1560606
2024-05-04 12:20:21.700638,XX,0.53507000,0.53507000,2911,0.53513000,2834
2024-05-04 12:20:21.700638,XL,82.27000,82.32000,56,82.33000,1
2024-05-04 12:20:21.700638,XE,0.049130,0.049120,1,0.049130,15
2024-05-04 12:20:21.700638,XX,125.36000000,125.37000000,36,125.38000000,11
2024-05-04 12:20:21.700638,XX,63596.10000,63596.10000,11,63596.20000,1
2024-05-04 12:20:21.700638,XE,3125.83000,3125.83000,1,3125.84000,160
2024-05-04 12:20:21.700638,US,1.00020000,1.00019000,294602,1.00020000,1560606
2024-05-04 12:20:21.700638,XX,0.53507000,0.53507000,2911,0.53513000,2834
2024-05-04 12:20:21.700638,XL,82.27000,82.32000,56,82.33000,1
2024-05-04 12:20:21.700638,XE,0.049130,0.049120,1,0.049130,15
2024-05-04 12:20:21.700638,XX,125.36000000,125.37000000,36,125.38000000,11
2024-05-04 12:20:21.700638,XX,0.11134600,0.11127000,98,0.11127300,22468
2024-05-04 12:20:21.700638,XX,63596.10000,63596.10000,11,63596.20000,1
2024-05-04 12:20:21.700638,XE,3125.83000,3125.83000,1,3125.84000,160
2024-05-04 12:20:21.700638,US,1.00020000,1.00019000,294602,1.00020000,1560606
2024-05-04 12:20:21.700638,XX,0.53507000,0.53507000,2911,0.53513000,2834
2024-05-04 12:20:21.700638,XL,82.27000,82.32000,56,82.33000,1
2024-05-04 12:20:21.700638,XE,0.049130,0.049120,1,0.049130,15
2024-05-04 12:20:21.700638,XX,125.36000000,125.37000000,36,125.38000000,11
2024-05-04 12:20:21.700638,XX,0.11134600,0.11127000,98,0.11127300,22468
2024-05-04 12:20:21.700638,,7.16960,7.16990,364,7.17000,15
2024-05-04 12:20:21.700638,XX,63596.10000,63596.10000,11,63596.20000,1
2024-05-04 12:20:21.700638,XE,3125.83000,3125.83000,1,3125.84000,160
2024-05-04 12:20:21.700638,US,1.00020000,1.00019000,294602,1.00020000,1560606
2024-05-04 12:20:21.700638,XX,0.53507000,0.53507000,2911,0.53513000,2834
2024-05-04 12:20:21.700638,XL,82.27000,82.32000,56,82.33000,1
2024-05-04 12:20:21.700638,XE,0.049130,0.049120,1,0.049130,15
2024-05-04 12:20:21.700638,XX,125.36000000,125.37000000,36,125.38000000,11
2024-05-04 12:20:21.700638,XX,0.11134600,0.11127000,98,0.11127300,22468
2024-05-04 12:20:21.700638,,7.16960,7.16990,364,7.17000,15
2024-05-04 12:20:21.700638,L,14.337620,14.335600,1,14.337190,36
2024-05-04 12:20:21.700638,XX,63596.10000,63596.10000,11,63596.20000,1
2024-05-04 12:20:21.700638,XE,3125.83000,3125.83000,1,3125.84000,160
2024-05-04 12:20:21.700638,US,1.00020000,1.00019000,294602,1.00020000,1560606
2024-05-04 12:20:21.700638,XX,0.53507000,0.53507000,2911,0.53513000,2834
2024-05-04 12:20:21.700638,XL,82.27000,82.32000,56,82.33000,1
2024-05-04 12:20:21.700638,XE,0.049130,0.049120,1,0.049130,15
2024-05-04 12:20:21.700638,XX,125.36000000,125.37000000,36,125.38000000,11
2024-05-04 12:20:21.700638,XX,0.11134600,0.11127000,98,0.11127300,22468
2024-05-04 12:20:21.700638,,7.16960,7.16990,364,7.17000,15
2024-05-04 12:20:21.700638,L,14.337620,14.335600,1,14.337190,36
2024-05-04 12:20:21.700638,,0.467708,0.467707,68030,0.467708,182
2024-05-04 12:20:21.700638,XX,63596.10000,63596.10000,11,63596.20000,1
2024-05-04 12:20:21.700638,XE,3125.83000,3125.83000,1,3125.84000,160
2024-05-04 12:20:21.700638,US,1.00020000,1.00019000,294602,1.00020000,1560606
2024-05-04 12:20:21.700638,XX,0.53507000,0.53507000,2911,0.53513000,2834
2024-05-04 12:20:21.700638,XL,82.27000,82.32000,56,82.33000,1
2024-05-04 12:20:21.700638,XE,0.049130,0.049120,1,0.049130,15
2024-05-04 12:20:21.700638,XX,125.36000000,125.37000000,36,125.38000000,11
2024-05-04 12:20:21.700638,XX,0.11134600,0.11127000,98,0.11127300,22468
2024-05-04 12:20:21.700638,,7.16960,7.16990,364,7.17000,15
2024-05-04 12:20:21.700638,L,14.337620,14.335600,1,14.337190,36
2024-05-04 12:20:21.700638,,0.467708,0.467707,68030,0.467708,182
2024-05-04 12:20:21.700638,A,8.769600,8.772500,164,8.775400,24
2024-05-04 12:20:21.700638,XX,63596.10000,63596.10000,11,63596.20000,1
2024-05-04 12:20:21.700638,XE,3125.83000,3125.83000,1,3125.84000,160
2024-05-04 12:20:21.700638,US,1.00020000,1.00019000,294602,1.00020000,1560606
2024-05-04 12:20:21.700638,XX,0.53507000,0.53507000,2911,0.53513000,2834
2024-05-04 12:20:21.700638,XL,82.27000,82.32000,56,82.33000,1
2024-05-04 12:20:21.700638,XE,0.049130,0.049120,1,0.049130,15
2024-05-04 12:20:21.700638,XX,125.36000000,125.37000000,36,125.38000000,11
2024-05-04 12:20:21.700638,XX,0.11134600,0.11127000,98,0.11127300,22468
2024-05-04 12:20:21.700638,,7.16960,7.16990,364,7.17000,15
2024-05-04 12:20:21.700638,L,14.337620,14.335600,1,14.337190,36
2024-05-04 12:20:21.700638,,0.467708,0.467707,68030,0.467708,182
2024-05-04 12:20:21.700638,A,8.769600,8.772500,164,8.775400,24
2024-05-04 12:20:21.700638,,0.973200,0.973800,768,0.974100,2567
2024-05-04 12:20:21.700638,XX,63596.10000,63596.10000,11,63596.20000,1
2024-05-04 12:20:21.700638,XE,3125.83000,3125.83000,1,3125.84000,160
2024-05-04 12:20:21.700638,US,1.00020000,1.00019000,294602,1.00020000,1560606
2024-05-04 12:20:21.700638,XX,0.53507000,0.53507000,2911,0.53513000,2834
2024-05-04 12:20:21.700638,XL,82.27000,82.32000,56,82.33000,1
2024-05-04 12:20:21.700638,XE,0.049130,0.049120,1,0.049130,15
2024-05-04 12:20:21.700638,XX,125.36000000,125.37000000,36,125.38000000,11
2024-05-04 12:20:21.700638,XX,0.11134600,0.11127000,98,0.11127300,22468
2024-05-04 12:20:21.700638,,7.16960,7.16990,364,7.17000,15
2024-05-04 12:20:21.700638,L,14.337620,14.335600,1,14.337190,36
2024-05-04 12:20:21.700638,,0.467708,0.467707,68030,0.467708,182
2024-05-04 12:20:21.700638,A,8.769600,8.772500,164,8.775400,24
2024-05-04 12:20:21.700638,,0.973200,0.973800,768,0.974100,2567
2024-05-04 12:20:21.700638,A,89.20000,89.24000,2,89.27000,7
2024-05-04 12:20:35.898450,XX,63596.20000,63600.80000,13,63600.90000,1
2024-05-04 12:20:35.898450,XX,63596.20000,63600.80000,13,63600.90000,1
2024-05-04 12:20:35.898450,XE,3125.84000,3125.83000,1,3125.84000,202
2024-05-04 12:20:35.898450,XX,63596.20000,63600.80000,13,63600.90000,1
2024-05-04 12:20:35.898450,XE,3125.84000,3125.83000,1,3125.84000,202
2024-05-04 12:20:35.898450,US,1.00020000,1.00019000,290602,1.00020000,1560315
2024-05-04 12:20:35.898450,XX,63596.20000,63600.80000,13,63600.90000,1
2024-05-04 12:20:35.898450,XE,3125.84000,3125.83000,1,3125.84000,202
2024-05-04 12:20:35.898450,US,1.00020000,1.00019000,290602,1.00020000,1560315
2024-05-04 12:20:35.898450,XX,0.53508000,0.53507000,2911,0.53508000,1653
2024-05-04 12:20:35.898450,XX,63596.20000,63600.80000,13,63600.90000,1
2024-05-04 12:20:35.898450,XE,3125.84000,3125.83000,1,3125.84000,202
2024-05-04 12:20:35.898450,US,1.00020000,1.00019000,290602,1.00020000,1560315
2024-05-04 12:20:35.898450,XX,0.53508000,0.53507000,2911,0.53508000,1653
2024-05-04 12:20:35.898450,XL,82.34000,82.32000,49,82.34000,21
2024-05-04 12:20:35.898450,XX,63596.20000,63600.80000,13,63600.90000,1
2024-05-04 12:20:35.898450,XE,3125.84000,3125.83000,1,3125.84000,202
2024-05-04 12:20:35.898450,US,1.00020000,1.00019000,290602,1.00020000,1560315
2024-05-04 12:20:35.898450,XX,0.53508000,0.53507000,2911,0.53508000,1653
2024-05-04 12:20:35.898450,XL,82.34000,82.32000,49,82.34000,21
2024-05-04 12:20:35.898450,XE,0.049130,0.049110,4,0.049120,8
2024-05-04 12:20:35.898450,XX,63596.20000,63600.80000,13,63600.90000,1
2024-05-04 12:20:35.898450,XE,3125.84000,3125.83000,1,3125.84000,202
2024-05-04 12:20:35.898450,US,1.00020000,1.00019000,290602,1.00020000,1560315
2024-05-04 12:20:35.898450,XX,0.53508000,0.53507000,2911,0.53508000,1653
2024-05-04 12:20:35.898450,XL,82.34000,82.32000,49,82.34000,21
2024-05-04 12:20:35.898450,XE,0.049130,0.049110,4,0.049120,8
2024-05-04 12:20:35.898450,XX,125.36000000,125.37000000,33,125.38000000,23
2024-05-04 12:20:35.898450,XX,63596.20000,63600.80000,13,63600.90000,1
2024-05-04 12:20:35.898450,XE,3125.84000,3125.83000,1,3125.84000,202
2024-05-04 12:20:35.898450,US,1.00020000,1.00019000,290602,1.00020000,1560315
2024-05-04 12:20:35.898450,XX,0.53508000,0.53507000,2911,0.53508000,1653
2024-05-04 12:20:35.898450,XL,82.34000,82.32000,49,82.34000,21
2024-05-04 12:20:35.898450,XE,0.049130,0.049110,4,0.049120,8
2024-05-04 12:20:35.898450,XX,125.36000000,125.37000000,33,125.38000000,23
2024-05-04 12:20:35.898450,XX,0.11134600,0.11127000,98,0.11127500,22467
2024-05-04 12:20:35.898450,XX,63596.20000,63600.80000,13,63600.90000,1
2024-05-04 12:20:35.898450,XE,3125.84000,3125.83000,1,3125.84000,202
2024-05-04 12:20:35.898450,US,1.00020000,1.00019000,290602,1.00020000,1560315
2024-05-04 12:20:35.898450,XX,0.53508000,0.53507000,2911,0.53508000,1653
2024-05-04 12:20:35.898450,XL,82.34000,82.32000,49,82.34000,21
2024-05-04 12:20:35.898450,XE,0.049130,0.049110,4,0.049120,8
2024-05-04 12:20:35.898450,XX,125.36000000,125.37000000,33,125.38000000,23
2024-05-04 12:20:35.898450,XX,0.11134600,0.11127000,98,0.11127500,22467
2024-05-04 12:20:35.898450,,7.16960,7.16930,349,7.16970,66
2024-05-04 12:20:35.898450,XX,63596.20000,63600.80000,13,63600.90000,1
2024-05-04 12:20:35.898450,XE,3125.84000,3125.83000,1,3125.84000,202
2024-05-04 12:20:35.898450,US,1.00020000,1.00019000,290602,1.00020000,1560315
2024-05-04 12:20:35.898450,XX,0.53508000,0.53507000,2911,0.53508000,1653
2024-05-04 12:20:35.898450,XL,82.34000,82.32000,49,82.34000,21
2024-05-04 12:20:35.898450,XE,0.049130,0.049110,4,0.049120,8
2024-05-04 12:20:35.898450,XX,125.36000000,125.37000000,33,125.38000000,23
2024-05-04 12:20:35.898450,XX,0.11134600,0.11127000,98,0.11127500,22467
2024-05-04 12:20:35.898450,,7.16960,7.16930,349,7.16970,66
2024-05-04 12:20:35.898450,L,14.337620,14.336000,1,14.336010,36
2024-05-04 12:20:35.898450,XX,63596.20000,63600.80000,13,63600.90000,1
2024-05-04 12:20:35.898450,XE,3125.84000,3125.83000,1,3125.84000,202
2024-05-04 12:20:35.898450,US,1.00020000,1.00019000,290602,1.00020000,1560315
2024-05-04 12:20:35.898450,XX,0.53508000,0.53507000,2911,0.53508000,1653
2024-05-04 12:20:35.898450,XL,82.34000,82.32000,49,82.34000,21
2024-05-04 12:20:35.898450,XE,0.049130,0.049110,4,0.049120,8
2024-05-04 12:20:35.898450,XX,125.36000000,125.37000000,33,125.38000000,23
2024-05-04 12:20:35.898450,XX,0.11134600,0.11127000,98,0.11127500,22467
2024-05-04 12:20:35.898450,,7.16960,7.16930,349,7.16970,66
2024-05-04 12:20:35.898450,L,14.337620,14.336000,1,14.336010,36
2024-05-04 12:20:35.898450,,0.467708,0.467707,67450,0.467708,182
2024-05-04 12:20:35.898450,XX,63596.20000,63600.80000,13,63600.90000,1
2024-05-04 12:20:35.898450,XE,3125.84000,3125.83000,1,3125.84000,202
2024-05-04 12:20:35.898450,US,1.00020000,1.00019000,290602,1.00020000,1560315
2024-05-04 12:20:35.898450,XX,0.53508000,0.53507000,2911,0.53508000,1653
2024-05-04 12:20:35.898450,XL,82.34000,82.32000,49,82.34000,21
2024-05-04 12:20:35.898450,XE,0.049130,0.049110,4,0.049120,8
2024-05-04 12:20:35.898450,XX,125.36000000,125.37000000,33,125.38000000,23
2024-05-04 12:20:35.898450,XX,0.11134600,0.11127000,98,0.11127500,22467
2024-05-04 12:20:35.898450,,7.16960,7.16930,349,7.16970,66
2024-05-04 12:20:35.898450,L,14.337620,14.336000,1,14.336010,36
2024-05-04 12:20:35.898450,,0.467708,0.467707,67450,0.467708,182
2024-05-04 12:20:35.898450,A,8.769600,8.772200,164,8.774700,285
2024-05-04 12:20:35.898450,XX,63596.20000,63600.80000,13,63600.90000,1
2024-05-04 12:20:35.898450,XE,3125.84000,3125.83000,1,3125.84000,202
2024-05-04 12:20:35.898450,US,1.00020000,1.00019000,290602,1.00020000,1560315
2024-05-04 12:20:35.898450,XX,0.53508000,0.53507000,2911,0.53508000,1653
2024-05-04 12:20:35.898450,XL,82.34000,82.32000,49,82.34000,21
2024-05-04 12:20:35.898450,XE,0.049130,0.049110,4,0.049120,8
2024-05-04 12:20:35.898450,XX,125.36000000,125.37000000,33,125.38000000,23
2024-05-04 12:20:35.898450,XX,0.11134600,0.11127000,98,0.11127500,22467
2024-05-04 12:20:35.898450,,7.16960,7.16930,349,7.16970,66
2024-05-04 12:20:35.898450,L,14.337620,14.336000,1,14.336010,36
2024-05-04 12:20:35.898450,,0.467708,0.467707,67450,0.467708,182
2024-05-04 12:20:35.898450,A,8.769600,8.772200,164,8.774700,285
2024-05-04 12:20:35.898450,,0.973200,0.973800,768,0.974000,2567
2024-05-04 12:20:35.898450,XX,63596.20000,63600.80000,13,63600.90000,1
2024-05-04 12:20:35.898450,XE,3125.84000,3125.83000,1,3125.84000,202
2024-05-04 12:20:35.898450,US,1.00020000,1.00019000,290602,1.00020000,1560315
2024-05-04 12:20:35.898450,XX,0.53508000,0.53507000,2911,0.53508000,1653
2024-05-04 12:20:35.898450,XL,82.34000,82.32000,49,82.34000,21
2024-05-04 12:20:35.898450,XE,0.049130,0.049110,4,0.049120,8
2024-05-04 12:20:35.898450,XX,125.36000000,125.37000000,33,125.38000000,23
2024-05-04 12:20:35.898450,XX,0.11134600,0.11127000,98,0.11127500,22467
2024-05-04 12:20:35.898450,,7.16960,7.16930,349,7.16970,66
2024-05-04 12:20:35.898450,L,14.337620,14.336000,1,14.336010,36
2024-05-04 12:20:35.898450,,0.467708,0.467707,67450,0.467708,182
2024-05-04 12:20:35.898450,A,8.769600,8.772200,164,8.774700,285
2024-05-04 12:20:35.898450,,0.973200,0.973800,768,0.974000,2567
2024-05-04 12:20:35.898450,A,89.20000,89.24000,2,89.27000,4
2024-05-04 12:20:50.094945,XX,63629.60000,63620.10000,1,63622.90000,2
